"obs","wage","female","nonwhite","union","education","exper","age","wind","femalenonw"
1185,15.8400001525879,1,0,0,16,8,30,0,0
1186,11.5,0,0,0,12,16,34,0,0
1187,16,1,1,0,16,14,36,0,1
1188,14.5,1,1,1,16,23,45,0,1
1189,7.5,0,1,0,14,11,31,0,0
1190,8.52000045776367,1,0,0,10,16,32,0,0
1191,16.8299999237061,0,0,0,18,7,31,1,0
1192,7.94999980926514,1,0,0,11,33,50,1,0
1193,6.42999982833862,1,0,0,12,35,53,1,0
1194,6,1,1,0,12,35,53,0,1
1195,6,1,1,0,16,5,27,0,1
1196,9.10999965667725,1,0,0,12,3,21,0,0
1197,5.75,1,0,0,12,11,29,1,0
1198,17.3299999237061,1,0,0,12,26,44,0,0
1199,4,1,0,0,12,35,53,0,0
1200,11,0,0,0,12,35,53,1,0
1201,8,0,1,0,12,24,42,0,0
1202,6,1,0,0,16,2,24,0,0
1203,9.23999977111816,0,0,0,16,21,43,1,0
1204,8.10000038146973,0,0,0,12,13,31,0,0
1205,6,1,1,0,12,3,21,0,1
1206,9,1,1,0,12,9,27,0,1
1207,6,1,1,0,12,3,21,0,1
1208,9,1,1,1,12,19,37,0,1
1209,13,0,0,0,11,19,36,0,0
1210,4.5,1,1,0,12,21,39,0,1
1211,12.5,1,0,0,18,6,30,1,0
1212,8.32999992370605,0,0,0,18,30,54,1,0
1213,10.1000003814697,1,0,0,14,13,33,1,0
1214,11,0,0,0,12,6,24,0,0
1215,9.60999965667725,0,0,0,16,31,53,1,0
1216,5,1,0,0,12,10,28,0,0
1217,5.75,1,0,0,10,2,18,0,0
1218,4.32999992370605,0,0,0,18,7,31,1,0
1219,18,0,1,1,16,17,39,0,0
1220,10,0,0,1,12,24,42,0,0
1221,19.2299995422363,0,0,0,16,34,56,1,0
1222,18,1,1,1,16,9,31,0,1
1223,19.25,1,1,0,12,15,33,1,1
1224,17.5,0,0,1,12,16,34,0,0
1225,5,0,0,0,12,1,19,0,0
1226,18.2800006866455,1,0,0,16,9,31,1,0
1227,5.09999990463257,1,0,0,12,34,52,0,0
1228,8,1,0,0,16,1,23,0,0
1229,15.3199996948242,0,0,0,12,24,42,0,0
1230,5.25,1,0,0,12,9,27,0,0
1231,11.3299999237061,0,0,1,12,17,35,1,0
1232,20.25,0,0,0,16,22,44,1,0
1233,15.9099998474121,1,0,1,18,19,43,1,0
1234,14,0,0,0,12,30,48,0,0
1235,12.3000001907349,0,0,0,20,5,31,1,0
1236,14,0,0,1,12,18,36,0,0
1237,25,1,0,0,18,35,59,1,0
1238,4.80000019073486,1,0,0,10,35,51,1,0
1239,4.25,1,0,0,7,35,48,1,0
1240,10,0,0,0,10,32,48,0,0
1241,5.19999980926514,1,0,0,12,4,22,0,0
1242,9,0,0,0,14,6,26,0,0
1243,5.25,0,0,0,11,1,18,0,0
1244,12,1,0,0,12,19,37,0,0
1245,15,0,0,1,12,15,33,0,0
1246,10.4399995803833,1,0,0,14,10,30,0,0
1247,7.5,1,0,0,14,31,51,0,0
1248,6,0,0,0,12,1,19,0,0
1249,7.55999994277954,1,0,0,14,6,26,0,0
1250,8,1,0,0,12,6,24,0,0
1251,15,0,0,0,14,28,48,1,0
1252,18,0,0,0,12,28,46,0,0
1253,4.25,1,0,0,12,0,18,0,0
1254,6,0,0,0,12,37,55,0,0
1255,22.2199993133545,0,0,0,12,20,38,1,0
1256,6,1,0,0,12,16,34,1,0
1257,1.66999995708466,0,0,0,16,10,32,1,0
1258,13.3500003814697,0,0,1,16,20,42,0,0
1259,10.5,0,0,0,12,12,30,0,0
1260,27.8799991607666,0,0,0,7,39,52,1,0
1261,5.25,1,0,0,12,5,23,0,0
1262,6.82999992370605,1,0,0,16,13,35,0,0
1263,14.75,0,1,0,12,23,41,0,0
1264,5,1,0,0,12,3,21,0,0
1265,4,1,0,0,12,14,32,0,0
1266,9.61999988555908,0,0,1,16,5,27,1,0
1267,12,0,0,0,12,10,28,0,0
1268,9,1,0,0,12,23,41,0,0
1269,5,1,1,0,10,38,54,0,1
1270,12.1000003814697,0,0,1,16,5,27,1,0
1271,12,0,0,0,12,23,41,1,0
1272,9.72000026702881,1,0,0,12,19,37,0,0
1273,12.9799995422363,0,0,0,12,45,63,1,0
1274,12.5,0,1,1,7,47,60,0,0
1275,10,0,1,1,12,18,36,0,0
1276,6.05000019073486,1,0,0,11,21,38,0,0
1277,10.8500003814697,1,1,0,12,27,45,0,1
1278,24.0300006866455,0,0,1,16,36,58,1,0
1279,15.8100004196167,1,0,0,12,12,30,0,0
1280,12.9799995422363,1,1,0,14,17,37,1,1
1281,2.13000011444092,1,0,0,12,10,28,0,0
1282,16.5799999237061,0,0,0,12,18,36,0,0
1283,21.4500007629395,0,0,0,16,27,49,1,0
1284,13.1400003433228,1,0,0,12,30,48,0,0
1285,1.66999995708466,1,0,0,10,45,61,1,0
1286,7,0,0,0,12,7,25,0,0
1287,14.8999996185303,0,0,0,16,9,31,1,0
1288,5.90000009536743,1,0,0,12,31,49,0,0
1289,10,0,0,1,12,20,38,1,0
